"aicc","model"
2411.72937320105,"(1,0,2)(1,2,0)[12]"
2411.73052142971,"(2,0,1)(1,2,0)[12]"
2411.96213897361,"(1,0,4)(0,3,0)[12]"
2412.01841431252,"(4,2,2)(0,3,0)[12]"
2412.25028999778,"(2,2,4)(0,3,0)[12]"
2412.34395999307,"(3,2,2)(0,3,0)[12]"
2412.4414626435,"(3,2,3)(0,3,0)[12]"
2412.52322004215,"(1,2,5)(0,3,0)[12]"
2412.73118363104,"(0,1,5)(1,2,0)[12]"
2413.06819890499,"(1,1,5)(0,3,0)[12]"
2413.20362682487,"(3,1,3)(0,3,0)[12]"
2413.46047178222,"(4,1,2)(1,2,0)[12]"
2413.58030097686,"(5,2,2)(0,3,0)[12]"
2413.63321715187,"(0,1,2)(1,2,0)[12]"
2413.74982879385,"(1,1,5)(1,2,0)[12]"
2413.7612746768,"(4,0,1)(1,2,0)[12]"
2413.8104554835,"(2,0,3)(1,2,0)[12]"
2413.88369247492,"(0,1,1)(1,2,0)[12]"
2413.90439114514,"(3,0,1)(1,2,0)[12]"
2413.90946278616,"(4,0,0)(1,2,0)[12]"
2413.91010835563,"(1,0,3)(1,2,0)[12]"
2414.13528542662,"(4,0,2)(0,3,0)[12]"
2414.30703376842,"(0,2,1)(1,2,0)[12]"
2414.48994329139,"(0,1,3)(1,2,0)[12]"
2414.55437329969,"(2,2,5)(0,3,0)[12]"
2414.67530618591,"(0,0,4)(1,2,0)[12]"
2414.87135439639,"(0,0,0)(5,2,0)[12]"
2415.4160865676,"(0,2,3)(0,3,0)[12]"
2415.54658680463,"(4,1,3)(0,3,0)[12]"
2415.55222917724,"(1,0,5)(0,3,0)[12]"
2415.56753873056,"(1,2,0)(0,2,2)[12]"
2415.61536237288,"(0,1,4)(1,2,0)[12]"
2415.94151626872,"(1,2,0)(1,2,2)[12]"
2415.9815208863,"(3,0,2)(1,2,0)[12]"
2416.01267446885,"(4,0,2)(1,2,0)[12]"
2416.10802920285,"(5,0,0)(1,2,0)[12]"
2416.1166342374,"(3,0,3)(1,2,0)[12]"
2416.12078690252,"(1,0,4)(1,2,0)[12]"
2416.23576213728,"(3,0,4)(0,3,0)[12]"
2416.30937006926,"(4,0,3)(0,3,0)[12]"
2416.37767606341,"(1,2,0)(0,2,3)[12]"
2416.46026480793,"(5,0,1)(0,3,0)[12]"
2416.73826895087,"(0,0,3)(1,2,0)[12]"
2416.86338746968,"(0,0,5)(1,2,0)[12]"
2417.00526413582,"(5,2,1)(0,3,0)[12]"
2417.03187301018,"(3,2,0)(0,2,1)[12]"
2417.22892010502,"(1,2,0)(0,2,4)[12]"
2417.26172475171,"(2,1,0)(1,2,0)[12]"
2417.33819739585,"(1,2,0)(4,2,1)[12]"
2417.60868187914,"(5,1,2)(0,3,0)[12]"
2417.61814442804,"(2,0,4)(1,2,0)[12]"
2417.63912005679,"(1,2,0)(3,2,2)[12]"
2417.70465308619,"(5,1,0)(1,2,0)[12]"
2417.74732605138,"(5,0,1)(1,2,0)[12]"
2417.80703401783,"(3,1,0)(1,2,0)[12]"
2417.81266999647,"(1,2,0)(5,2,1)[12]"
2417.99659174309,"(1,0,0)(0,3,0)[12]"
2418.0086600874,"(4,2,1)(0,3,0)[12]"
2418.02863362758,"(1,2,0)(2,2,2)[12]"
2418.08801729186,"(1,2,0)(1,2,3)[12]"
2418.10567649519,"(1,1,0)(1,2,0)[12]"
2418.10749664196,"(1,2,0)(3,2,3)[12]"
2418.1940228633,"(1,0,5)(1,2,0)[12]"
2418.37887630105,"(0,0,2)(0,3,0)[12]"
2418.5577837262,"(1,2,0)(4,2,2)[12]"
2418.87435228583,"(4,1,0)(1,2,0)[12]"
2418.9255549835,"(4,2,0)(2,2,0)[12]"
2418.93886338553,"(1,2,0)(0,2,5)[12]"
2419.02829512862,"(1,1,1)(0,3,0)[12]"
2419.09695143515,"(1,2,0)(1,2,4)[12]"
2419.29570947694,"(4,1,2)(0,3,0)[12]"
2419.40080467987,"(2,2,0)(3,2,0)[12]"
2419.54308013897,"(3,2,1)(0,3,0)[12]"
2419.74235163351,"(1,2,0)(2,2,3)[12]"
2419.7485549511,"(5,1,1)(1,2,0)[12]"
2419.78685157945,"(0,1,3)(0,3,0)[12]"
2419.94607143757,"(2,0,0)(0,3,0)[12]"
2419.9867689801,"(1,0,1)(0,3,0)[12]"
2420.01665005236,"(0,0,0)(4,2,0)[12]"
2420.0797387805,"(1,0,2)(0,3,0)[12]"
2420.09604157925,"(0,0,3)(0,3,0)[12]"
2420.48840673029,"(1,2,0)(2,2,4)[12]"
2420.78993158457,"(3,0,0)(0,3,0)[12]"
2420.81328826039,"(0,0,2)(1,2,0)[12]"
2421.07088562244,"(2,1,1)(0,3,0)[12]"
2421.09429021619,"(1,1,2)(0,3,0)[12]"
2421.29150352016,"(3,2,0)(2,2,0)[12]"
2421.3891043833,"(1,1,3)(0,3,0)[12]"
2421.43554619429,"(0,1,4)(0,3,0)[12]"
2421.5957776109,"(1,2,0)(1,2,5)[12]"
2421.79715873777,"(1,2,0)(3,2,1)[12]"
2421.86865270383,"(2,0,1)(0,3,0)[12]"
2422.04636065006,"(4,0,0)(0,3,0)[12]"
2422.08756457462,"(3,0,3)(0,3,0)[12]"
2422.13412604617,"(3,1,1)(0,3,0)[12]"
2422.24121155461,"(2,0,2)(0,3,0)[12]"
2422.25003276936,"(0,0,4)(0,3,0)[12]"
2422.25353114641,"(1,0,3)(0,3,0)[12]"
2422.42001704094,"(3,0,1)(0,3,0)[12]"
2422.57942107553,"(0,2,0)(0,3,1)[12]"
2422.76302777425,"(0,2,2)(0,3,0)[12]"
2423.09803372686,"(2,1,2)(0,3,0)[12]"
2423.2416331563,"(0,0,0)(3,2,0)[12]"
2423.25812980271,"(4,1,1)(0,3,0)[12]"
2423.2878698703,"(1,1,4)(0,3,0)[12]"
2423.57074071644,"(2,1,3)(0,3,0)[12]"
2423.60389936609,"(0,1,5)(0,3,0)[12]"
2423.75389103697,"(4,0,1)(0,3,0)[12]"
2423.75980339681,"(3,1,2)(0,3,0)[12]"
2424.0635074385,"(5,0,0)(0,3,0)[12]"
2424.31254359808,"(2,0,3)(0,3,0)[12]"
2424.34412188003,"(1,2,0)(2,2,1)[12]"
2424.42980141897,"(0,0,5)(0,3,0)[12]"
2425.16914234816,"(1,2,0)(1,2,1)[12]"
2425.25711556229,"(1,2,1)(0,3,0)[12]"
2425.51977757646,"(2,1,4)(0,3,0)[12]"
2425.5439838782,"(1,2,0)(5,2,0)[12]"
2425.90426392343,"(2,2,1)(0,3,0)[12]"
2426.5276670628,"(2,0,4)(0,3,0)[12]"
2427.06006419476,"(0,0,0)(0,2,1)[12]"
2427.30380596029,"(0,1,0)(1,2,0)[12]"
2427.48571989879,"(2,2,0)(0,2,1)[12]"
2427.58678235179,"(3,1,4)(0,3,0)[12]"
2428.10152422864,"(0,2,1)(0,3,0)[12]"
2428.98389610435,"(0,0,1)(0,3,0)[12]"
2429.29296636222,"(0,1,2)(0,3,0)[12]"
2429.95615957996,"(5,1,1)(0,3,0)[12]"
2430.5493322426,"(0,0,0)(2,2,0)[12]"
2431.41920420357,"(5,1,0)(0,3,0)[12]"
2432.34973140798,"(5,2,0)(1,2,0)[12]"
2432.76169509677,"(4,1,0)(0,3,0)[12]"
2433.08831926324,"(2,2,0)(2,2,0)[12]"
2433.27518856633,"(0,0,1)(1,2,0)[12]"
2434.66413655197,"(3,1,0)(0,3,0)[12]"
2436.14876602068,"(1,2,0)(4,2,0)[12]"
2438.15637741396,"(0,1,1)(0,3,0)[12]"
2441.17749342829,"(1,1,0)(0,3,0)[12]"
2441.32650109193,"(0,2,0)(1,3,0)[12]"
2441.57202967958,"(2,1,0)(0,3,0)[12]"
2443.69019469951,"(4,2,0)(1,2,0)[12]"
2444.45080088184,"(0,1,0)(0,3,0)[12]"
2444.9435059879,"(3,1,3)(0,1,1)[12]"
2445.19758338374,"(1,2,0)(0,2,1)[12]"
2446.92939488798,"(3,2,0)(1,2,0)[12]"
2448.42945527714,"(1,2,0)(3,2,0)[12]"
2452.25516839691,"(1,1,1)(0,1,1)[12]"
2452.76900932709,"(2,1,1)(0,1,1)[12]"
2452.79673329616,"(1,1,2)(0,1,1)[12]"
2453.96466874274,"(0,1,4)(0,1,1)[12]"
2454.00711188999,"(1,1,1)(1,1,1)[12]"
2454.0171503937,"(1,1,1)(0,1,2)[12]"
2454.62691732669,"(2,1,1)(1,1,1)[12]"
2454.64601070794,"(2,1,1)(0,1,2)[12]"
2454.64889333835,"(1,1,2)(1,1,1)[12]"
2454.67158606924,"(1,1,2)(0,1,2)[12]"
2454.81733456926,"(3,1,1)(0,1,1)[12]"
2454.89011964607,"(2,1,2)(0,1,1)[12]"
2455.17769683168,"(0,1,2)(0,1,1)[12]"
2455.34744793531,"(5,2,0)(0,3,0)[12]"
2455.40246958435,"(1,2,2)(0,1,1)[12]"
2455.57460562537,"(0,1,3)(0,1,1)[12]"
2455.71384321557,"(4,1,1)(0,1,1)[12]"
2455.90750678963,"(0,1,5)(0,1,1)[12]"
2455.94494924339,"(1,1,4)(0,1,1)[12]"
2456.0284768652,"(0,1,1)(0,1,1)[12]"
2456.04246633112,"(0,1,4)(1,1,1)[12]"
2456.04629141286,"(0,1,4)(0,1,2)[12]"
2456.14317640136,"(2,2,2)(0,1,1)[12]"
2456.15217334545,"(1,1,1)(0,1,3)[12]"
2456.16160985513,"(1,1,1)(2,1,1)[12]"
2456.16907750936,"(1,1,1)(1,1,2)[12]"
2456.17312021227,"(1,2,3)(0,1,1)[12]"
2456.68434386066,"(1,1,2)(0,1,3)[12]"
2456.70068661143,"(2,1,1)(0,1,3)[12]"
2456.7149910081,"(1,1,2)(2,1,1)[12]"
2456.72087305067,"(1,1,3)(1,1,1)[12]"
2456.72641285242,"(2,1,1)(2,1,1)[12]"
2456.7297692195,"(3,1,1)(1,1,1)[12]"
2456.74590946212,"(3,1,2)(0,1,1)[12]"
2456.75151465622,"(3,1,1)(0,1,2)[12]"
2456.78541648091,"(2,1,2)(1,1,1)[12]"
2456.80701537771,"(2,1,2)(0,1,2)[12]"
2456.86596501542,"(2,1,1)(1,1,2)[12]"
2457.12963459726,"(0,1,2)(1,1,1)[12]"
2457.14106049559,"(1,1,5)(0,1,1)[12]"
2457.1481117579,"(0,1,2)(0,1,2)[12]"
2457.15318165295,"(1,1,2)(1,1,2)[12]"
2457.25823867747,"(1,2,2)(1,1,1)[12]"
2457.26351047943,"(1,2,2)(0,1,2)[12]"
2457.31872843725,"(0,2,5)(0,1,1)[12]"
2457.44424014405,"(0,1,3)(1,1,1)[12]"
2457.4607171193,"(0,1,3)(0,1,2)[12]"
2457.60615954001,"(0,2,3)(0,1,1)[12]"
2457.63134470705,"(2,1,3)(0,1,1)[12]"
2457.72466283946,"(1,1,1)(1,1,3)[12]"
2457.73594836542,"(1,1,1)(2,1,2)[12]"
2457.86781800702,"(0,2,2)(0,1,1)[12]"
2457.87254493869,"(4,1,1)(1,1,1)[12]"
2457.87535120397,"(4,1,1)(0,1,2)[12]"
2457.93430460911,"(5,1,1)(0,1,1)[12]"
2458.02378438845,"(0,1,5)(1,1,1)[12]"
2458.02865362067,"(0,1,5)(0,1,2)[12]"
2458.04945188184,"(1,1,4)(1,1,1)[12]"
2458.05479789427,"(1,1,4)(0,1,2)[12]"
2458.09847290248,"(2,2,2)(1,1,1)[12]"
2458.10629984259,"(0,1,1)(1,1,1)[12]"
2458.11109064643,"(0,1,1)(0,1,2)[12]"
2458.13535935445,"(2,2,2)(0,1,2)[12]"
2458.15519832951,"(1,2,3)(1,1,1)[12]"
2458.15781237093,"(4,1,2)(0,1,1)[12]"
2458.16761009537,"(1,2,3)(0,1,2)[12]"
2458.23294517448,"(0,1,4)(0,1,3)[12]"
2458.23558217229,"(0,1,4)(2,1,1)[12]"
2458.24919997917,"(3,2,2)(0,1,1)[12]"
2458.2879202915,"(1,1,1)(0,1,4)[12]"
2458.38404165325,"(0,1,4)(1,1,2)[12]"
2458.39451607117,"(2,1,1)(1,1,3)[12]"
2458.39879144242,"(0,2,4)(0,1,1)[12]"
2458.41166913702,"(2,1,1)(2,1,2)[12]"
2458.48547867852,"(5,1,0)(0,1,1)[12]"
2458.57201429487,"(2,2,0)(1,2,0)[12]"
2458.72839100616,"(3,1,2)(1,1,1)[12]"
2458.74748009453,"(3,1,2)(0,1,2)[12]"
2458.77667429441,"(3,1,1)(0,1,3)[12]"
2458.77852326321,"(2,1,4)(0,1,1)[12]"
2458.80669676709,"(3,1,1)(2,1,1)[12]"
2458.83936177189,"(1,1,2)(0,1,4)[12]"
2458.84216779848,"(1,1,3)(2,1,1)[12]"
2458.84605478437,"(1,1,2)(1,1,3)[12]"
2458.8498800741,"(2,1,1)(0,1,4)[12]"
2458.86293805362,"(2,1,2)(0,1,3)[12]"
2458.86385651136,"(1,1,2)(2,1,2)[12]"
2458.89431526264,"(2,1,2)(2,1,1)[12]"
2458.91427769625,"(3,1,1)(1,1,2)[12]"
2458.9334107129,"(1,1,3)(1,1,2)[12]"
2458.95764769198,"(2,1,2)(1,1,2)[12]"
2458.97685231512,"(1,1,3)(0,1,1)[12]"
2459.03256450987,"(3,2,4)(0,2,0)[12]"
2459.09732477211,"(0,1,2)(0,1,3)[12]"
2459.09805243291,"(0,1,2)(2,1,1)[12]"
2459.14762733133,"(4,2,2)(0,1,1)[12]"
2459.3531724455,"(2,2,3)(0,1,1)[12]"
2459.39876341057,"(1,2,2)(2,1,1)[12]"
2459.4050424396,"(1,2,5)(0,1,1)[12]"
2459.4252442141,"(0,2,5)(0,1,2)[12]"
2459.42626506798,"(0,2,5)(1,1,1)[12]"
2459.45509878457,"(1,2,2)(1,1,2)[12]"
2459.4822550585,"(0,1,2)(1,1,2)[12]"
2459.54538377447,"(1,1,1)(2,1,3)[12]"
2459.58089064709,"(0,1,3)(0,1,3)[12]"
2459.58376410172,"(0,1,3)(2,1,1)[12]"
2459.59925325566,"(0,1,3)(1,1,2)[12]"
2459.61565416143,"(0,2,3)(1,1,1)[12]"
2459.63387914847,"(0,2,3)(0,1,2)[12]"
2459.64021880622,"(2,2,4)(0,1,1)[12]"
2459.67078435877,"(0,1,1)(0,1,3)[12]"
2459.68542660033,"(0,1,1)(2,1,1)[12]"
2459.75937949672,"(0,1,1)(1,1,2)[12]"
2459.80206566105,"(2,1,3)(1,1,1)[12]"
2459.80922826901,"(2,1,3)(0,1,2)[12]"
2459.86794225726,"(1,1,1)(1,1,4)[12]"
2459.92663509363,"(1,2,2)(0,1,3)[12]"
2459.96299611611,"(0,2,2)(1,1,1)[12]"
2459.99453777035,"(0,2,2)(0,1,2)[12]"
2460.14083310342,"(2,1,0)(0,1,1)[12]"
2460.15418834938,"(1,2,3)(0,1,3)[12]"
2460.17649009176,"(2,2,2)(2,1,1)[12]"
2460.26642485535,"(3,2,2)(0,1,2)[12]"
2460.29555347955,"(1,2,3)(1,1,2)[12]"
2460.30095326616,"(2,2,2)(0,1,3)[12]"
2460.32708452885,"(1,2,0)(2,2,0)[12]"
2460.35033834129,"(3,2,2)(1,1,1)[12]"
2460.37377119435,"(0,2,4)(1,1,1)[12]"
2460.39043342432,"(0,2,4)(0,1,2)[12]"
2460.43101497014,"(1,1,1)(0,1,5)[12]"
2460.4412519058,"(3,2,3)(0,1,1)[12]"
2460.4686503796,"(1,1,1)(4,1,1)[12]"
2460.57911110019,"(2,2,2)(1,1,2)[12]"
2460.66742337754,"(5,1,0)(1,1,1)[12]"
2460.67266380499,"(5,1,0)(0,1,2)[12]"
2460.68676406441,"(4,2,0)(0,3,0)[12]"
2460.73211959184,"(0,1,2)(2,1,2)[12]"
2460.74154291061,"(0,1,2)(1,1,3)[12]"
2460.79415269479,"(5,2,1)(0,1,1)[12]"
2461.03273375502,"(1,1,3)(0,1,2)[12]"
2461.05391824472,"(4,1,0)(0,1,1)[12]"
2461.29085708109,"(0,1,2)(0,1,4)[12]"
2461.29439546952,"(0,1,2)(3,1,1)[12]"
2461.30262294515,"(0,1,3)(1,1,3)[12]"
2461.32095007757,"(0,1,3)(2,1,2)[12]"
2461.42534860286,"(2,2,3)(0,1,2)[12]"
2461.54932906919,"(1,2,4)(0,1,1)[12]"
2461.55210510899,"(0,2,2)(0,1,3)[12]"
2461.55244347821,"(0,2,2)(2,1,1)[12]"
2461.57485323215,"(0,0,0)(0,3,0)[12]"
2461.57786414388,"(0,2,3)(1,1,2)[12]"
2461.58499615515,"(0,2,3)(2,1,1)[12]"
2461.58519736095,"(0,2,3)(0,1,3)[12]"
2461.59476234518,"(1,2,2)(0,2,0)[12]"
2461.60217809159,"(0,1,1)(1,1,3)[12]"
2461.6218538505,"(1,2,2)(1,1,3)[12]"
2461.63532096685,"(0,2,2)(1,1,2)[12]"
2461.64992955852,"(1,2,2)(0,1,4)[12]"
2461.68570415605,"(2,2,1)(0,1,1)[12]"
2461.70254651529,"(1,1,1)(5,1,0)[12]"
2461.80839513305,"(0,1,3)(0,1,4)[12]"
2461.81064817775,"(0,1,3)(3,1,1)[12]"
2461.83403909736,"(0,1,1)(0,1,4)[12]"
2461.84814669801,"(0,1,1)(3,1,1)[12]"
2461.8984388653,"(3,1,0)(0,1,1)[12]"
2461.90252063585,"(0,1,1)(2,1,2)[12]"
2462.24839999359,"(2,1,0)(1,1,1)[12]"
2462.25330050806,"(2,1,0)(0,1,2)[12]"
2462.47773497918,"(0,2,4)(0,1,3)[12]"
2462.48267487026,"(0,2,4)(2,1,1)[12]"
2462.49518036375,"(1,1,0)(0,1,1)[12]"
2462.58650605245,"(0,2,4)(1,1,2)[12]"
2462.94901944218,"(0,1,2)(2,1,3)[12]"
2462.96861344934,"(0,1,2)(1,1,4)[12]"
2462.97756478865,"(4,2,1)(0,1,1)[12]"
2463.05988091604,"(1,1,3)(0,1,3)[12]"
2463.08664589552,"(4,1,0)(1,1,1)[12]"
2463.10583006668,"(4,1,0)(0,1,2)[12]"
2463.27139554467,"(0,2,3)(1,1,3)[12]"
2463.49515279106,"(0,1,2)(0,1,5)[12]"
2463.51573779916,"(0,1,2)(4,1,1)[12]"
2463.5218281436,"(0,1,2)(3,1,2)[12]"
2463.53501570857,"(3,2,1)(0,1,1)[12]"
2463.55209050016,"(0,2,2)(1,1,3)[12]"
2463.62600469442,"(0,1,1)(2,1,3)[12]"
2463.64170524053,"(0,1,1)(1,1,4)[12]"
2463.6705164918,"(1,2,4)(0,1,2)[12]"
2463.71083164765,"(1,2,1)(0,1,1)[12]"
2463.71897149531,"(2,2,2)(0,2,0)[12]"
2463.72190919458,"(2,1,0)(1,1,2)[12]"
2463.73810171152,"(1,2,3)(0,2,0)[12]"
2463.76059238657,"(0,2,2)(0,1,4)[12]"
2463.76700803933,"(0,2,2)(3,1,1)[12]"
2463.81865864218,"(0,2,3)(0,1,4)[12]"
2463.82608112443,"(0,2,3)(3,1,1)[12]"
2463.83737410555,"(0,2,3)(2,1,2)[12]"
2463.84400333302,"(2,1,0)(0,1,3)[12]"
2463.84409359372,"(0,2,2)(2,1,2)[12]"
2463.86398413455,"(2,2,1)(1,1,1)[12]"
2463.86554979743,"(2,2,1)(0,1,2)[12]"
2463.8736545681,"(2,1,0)(2,1,1)[12]"
2463.99853139762,"(3,1,0)(1,1,1)[12]"
2464.00919480073,"(3,1,0)(0,1,2)[12]"
2464.01202890054,"(0,1,1)(0,1,5)[12]"
2464.04304762576,"(0,1,1)(4,1,1)[12]"
2464.04592192546,"(0,1,1)(3,1,2)[12]"
2464.36685469207,"(1,1,1)(4,1,0)[12]"
2464.43263684128,"(1,2,3)(2,1,1)[12]"
2464.51962224325,"(1,1,0)(1,1,1)[12]"
2464.52676682277,"(1,1,0)(0,1,2)[12]"
2464.70648523001,"(1,1,2)(4,1,0)[12]"
2464.86312539675,"(0,1,2)(5,1,0)[12]"
2464.99396993738,"(4,1,0)(1,1,2)[12]"
2465.06301321562,"(4,1,0)(0,1,3)[12]"
2465.07058790956,"(4,1,0)(2,1,1)[12]"
2465.10128327844,"(4,2,1)(1,1,1)[12]"
2465.11458511166,"(4,2,1)(0,1,2)[12]"
2465.15417911837,"(0,1,1)(3,1,3)[12]"
2465.3887880088,"(3,0,4)(0,2,0)[12]"
2465.39068360355,"(2,2,1)(0,1,3)[12]"
2465.42235501804,"(2,2,1)(2,1,1)[12]"
2465.53113969033,"(1,2,4)(0,2,0)[12]"
2465.54814430964,"(2,1,0)(2,1,2)[12]"
2465.56730689326,"(2,2,3)(0,2,0)[12]"
2465.5688804108,"(2,1,0)(1,1,3)[12]"
2465.57301415421,"(3,1,0)(1,1,2)[12]"
2465.57886923467,"(0,2,2)(1,1,4)[12]"
2465.59304244271,"(0,1,1)(2,1,4)[12]"
2465.62962247115,"(3,2,2)(0,2,0)[12]"
2465.64206624482,"(3,1,0)(0,1,3)[12]"
2465.6740056918,"(3,2,1)(1,1,1)[12]"
2465.68452860526,"(3,2,1)(0,1,2)[12]"
2465.68630131164,"(3,1,0)(2,1,1)[12]"
2465.69729560259,"(0,2,2)(2,1,3)[12]"
2465.71204741996,"(4,2,3)(0,2,0)[12]"
2465.75323774978,"(3,0,2)(0,2,0)[12]"
2465.77334669232,"(1,2,1)(1,1,1)[12]"
2465.78499532378,"(0,1,1)(1,1,5)[12]"
2465.78653180121,"(1,2,1)(0,1,2)[12]"
2465.84852199499,"(2,2,1)(1,1,2)[12]"
2465.90259813526,"(2,1,0)(0,1,4)[12]"
2465.93676960795,"(2,1,0)(3,1,1)[12]"
2465.96825259866,"(0,1,1)(5,1,0)[12]"
2465.98723951383,"(0,2,2)(3,1,2)[12]"
2466.00859434751,"(0,2,2)(4,1,1)[12]"
2466.02608759797,"(0,2,2)(0,1,5)[12]"
2466.1564551511,"(0,2,4)(0,2,0)[12]"
2466.27204637851,"(0,1,1)(4,1,2)[12]"
2466.32143426967,"(1,1,0)(0,1,3)[12]"
2466.37375356773,"(1,1,0)(2,1,1)[12]"
2466.56321146424,"(0,2,5)(0,2,0)[12]"
2466.60618107108,"(1,1,0)(1,1,2)[12]"
2466.87572848182,"(1,2,2)(4,1,0)[12]"
2467.18581665698,"(2,2,1)(2,1,2)[12]"
2467.30365118672,"(3,2,1)(0,1,3)[12]"
2467.30861602696,"(0,2,2)(5,1,0)[12]"
2467.31625648706,"(3,2,1)(1,1,2)[12]"
2467.31658598479,"(3,1,0)(2,1,2)[12]"
2467.3427774257,"(3,1,0)(1,1,3)[12]"
2467.34870925436,"(3,2,1)(2,1,1)[12]"
2467.38567013697,"(2,2,4)(0,2,0)[12]"
2467.39892866054,"(2,2,3)(1,1,1)[12]"
2467.44509166266,"(3,2,3)(0,2,0)[12]"
2467.4814418021,"(1,2,1)(0,1,3)[12]"
2467.54548110932,"(2,2,1)(0,1,4)[12]"
2467.54796738301,"(1,2,1)(2,1,1)[12]"
2467.55514335775,"(2,2,1)(1,1,3)[12]"
2467.58879958677,"(2,2,1)(3,1,1)[12]"
2467.68741382607,"(2,1,0)(1,1,4)[12]"
2467.6980871337,"(0,1,2)(4,1,0)[12]"
2467.74701362003,"(3,1,0)(0,1,4)[12]"
2467.7747457433,"(3,1,0)(3,1,1)[12]"
2467.78493210609,"(2,1,0)(2,1,3)[12]"
2467.86811699841,"(1,2,1)(1,1,2)[12]"
2467.90172444137,"(1,1,0)(2,1,2)[12]"
2468.00606882492,"(1,1,0)(0,1,4)[12]"
2468.01781655284,"(0,1,1)(4,1,0)[12]"
2468.02984085672,"(0,1,3)(4,1,0)[12]"
2468.03052385506,"(1,1,0)(3,1,1)[12]"
2468.09863540468,"(2,1,0)(0,1,5)[12]"
2468.16310521358,"(2,1,0)(4,1,1)[12]"
2468.18148350538,"(2,1,0)(3,1,2)[12]"
2468.19179437823,"(2,0,1)(0,1,1)[12]"
2468.21771658801,"(0,1,1)(5,1,1)[12]"
2468.26621047547,"(1,1,0)(1,1,3)[12]"
2468.49870034573,"(3,2,0)(0,3,0)[12]"
2468.70871454351,"(3,0,1)(0,1,1)[12]"
2468.73905963632,"(2,0,2)(0,1,1)[12]"
2469.00632424881,"(0,2,2)(4,1,0)[12]"
2469.12737074105,"(1,2,1)(2,1,2)[12]"
2469.23661223206,"(0,2,3)(4,1,0)[12]"
2469.2687799937,"(1,2,2)(3,1,1)[12]"
2469.28176504736,"(4,2,2)(0,2,0)[12]"
2469.32776541765,"(1,2,1)(0,1,4)[12]"
2469.38543033441,"(1,2,1)(3,1,1)[12]"
2469.47684045815,"(1,2,1)(1,1,3)[12]"
2469.57502229436,"(2,1,1)(3,1,0)[12]"
2469.62732193115,"(2,2,5)(0,2,0)[12]"
2469.63500319959,"(3,0,2)(0,1,1)[12]"
2469.8752300515,"(1,1,0)(2,1,3)[12]"
2469.8831538432,"(1,2,5)(0,2,0)[12]"
2469.9504032138,"(0,2,3)(0,2,0)[12]"
2469.95273680678,"(1,0,4)(0,1,1)[12]"
2469.9776081145,"(1,1,5)(0,2,0)[12]"
2469.98747566728,"(2,0,1)(0,1,2)[12]"
2469.98886988878,"(2,0,1)(1,1,1)[12]"
2470.07902733566,"(1,0,1)(0,1,1)[12]"
2470.12746298531,"(1,1,0)(0,1,5)[12]"
2470.17818460652,"(1,1,0)(1,1,4)[12]"
2470.22564093353,"(1,1,0)(3,1,2)[12]"
2470.40515345983,"(4,1,3)(0,2,0)[12]"
2470.60803302481,"(3,0,1)(1,1,1)[12]"
2470.61383598484,"(3,0,1)(0,1,2)[12]"
2470.61992407493,"(2,0,2)(1,1,1)[12]"
2470.62516292619,"(2,0,2)(0,1,2)[12]"
2470.64557199197,"(1,0,2)(0,1,1)[12]"
2470.77442959664,"(4,0,1)(0,1,1)[12]"
2470.94819312895,"(1,1,1)(0,2,0)[12]"
2471.07267325691,"(0,1,2)(3,1,0)[12]"
2471.09379633322,"(0,1,4)(3,1,0)[12]"
2471.16675765679,"(1,2,1)(2,1,3)[12]"
2471.25646841163,"(3,1,1)(3,1,0)[12]"
2471.44644119182,"(3,0,2)(1,1,1)[12]"
2471.45464728132,"(3,0,2)(0,1,2)[12]"
2471.48367737522,"(0,1,1)(3,1,0)[12]"
2471.49332068054,"(1,0,3)(0,1,1)[12]"
2471.50739962946,"(1,2,1)(0,1,5)[12]"
2471.56429828268,"(1,2,1)(1,1,4)[12]"
2471.61139324298,"(1,2,1)(3,1,2)[12]"
2471.67442567891,"(2,1,2)(3,1,0)[12]"
2471.71647580141,"(5,0,1)(0,1,1)[12]"
2471.86656510556,"(1,1,0)(3,1,3)[12]"
2471.90317165986,"(1,0,5)(0,1,1)[12]"
2471.94987880815,"(2,1,0)(4,1,0)[12]"
2472.04727739332,"(0,1,3)(3,1,0)[12]"
2472.06981788354,"(1,0,4)(1,1,1)[12]"
2472.07133875721,"(1,0,4)(0,1,2)[12]"
2472.0993684808,"(1,1,0)(2,1,4)[12]"
2472.10038445684,"(3,0,3)(0,1,1)[12]"
2472.1474553784,"(2,0,1)(0,1,3)[12]"
2472.15890988949,"(2,0,1)(2,1,1)[12]"
2472.1607385441,"(2,0,1)(1,1,2)[12]"
2472.16700785255,"(5,2,1)(0,2,0)[12]"
2472.21597541934,"(1,0,1)(0,1,2)[12]"
2472.21600497541,"(1,0,1)(1,1,1)[12]"
2472.22049957999,"(1,1,2)(2,1,0)[12]"
2472.25764440185,"(5,2,2)(0,2,0)[12]"
2472.28146513598,"(0,2,2)(3,1,0)[12]"
2472.31390952366,"(1,1,0)(1,1,5)[12]"
2472.38526944023,"(0,2,3)(3,1,0)[12]"
2472.66123360146,"(1,1,1)(2,1,0)[12]"
2472.66662661844,"(2,2,1)(4,1,0)[12]"
2472.68662424058,"(5,1,2)(0,2,0)[12]"
2472.68718469699,"(2,0,2)(0,1,3)[12]"
